work_year,employment_type,job_title,salary,salary_currency,company_location,country,code,country_name,skills,industry,posting_date,season,quarter
2020,FT,Data Scientist,37000,EUR,FR,France,,,"Machine Learning, Python, SQL, Statistics",Technology,2020-08-02,Summer,3
2021,FT,Research Scientist,60000,GBP,GB,United Kingdom,,,"Data Analysis, Python, R, Statistics",Healthcare,2021-01-05,Winter,1
2021,FT,BI Data Analyst,150000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-11-03,Autumn,4
2021,FT,Head of Data,235000,USD,US,United States,,,"Communication, Python, SQL",General,2021-10-09,Autumn,4
2021,FT,Data Scientist,45000,EUR,FR,France,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-07-07,Summer,3
2021,FT,BI Data Analyst,100000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-08-01,Summer,3
2021,PT,3D Computer Vision Researcher,400000,INR,IN,India,,,"Communication, Python, SQL",General,2021-10-08,Autumn,4
2021,CT,ML Engineer,270000,USD,US,United States,,,"Communication, Python, SQL",General,2021-04-13,Spring,2
2021,FT,Data Analyst,80000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-12-20,Winter,4
2021,FT,Data Analytics Engineer,67000,EUR,DE,Germany,,,"Communication, Python, SQL",General,2021-12-21,Winter,4
2021,FT,Data Engineer,140000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-02-08,Winter,1
2021,FT,Applied Data Scientist,68000,CAD,CA,Canada,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-07-03,Summer,3
2021,FT,Machine Learning Engineer,40000,EUR,ES,Spain,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-01-05,Winter,1
2021,FT,Director of Data Science,130000,EUR,PL,Poland,,,"Communication, Python, SQL",General,2021-03-23,Spring,1
2021,FT,Data Engineer,110000,PLN,PL,Poland,,,"ETL, Python, SQL, Spark",Technology,2021-06-25,Summer,2
2021,FT,Data Analyst,50000,EUR,FR,France,,,"Excel, Power BI, SQL, Tableau",Finance,2021-01-07,Winter,1
2021,FT,Data Analytics Engineer,110000,USD,US,United States,,,"Communication, Python, SQL",General,2021-09-16,Autumn,3
2021,FT,Lead Data Analyst,170000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-06-27,Summer,2
2021,FT,Data Analyst,80000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-08-09,Summer,3
2021,FT,Marketing Data Analyst,75000,EUR,DK,Denmark,,,"Excel, Power BI, SQL, Tableau",Finance,2021-08-08,Summer,3
2021,FT,Data Science Consultant,65000,EUR,DE,Germany,,,"Communication, Python, SQL",General,2021-09-01,Autumn,3
2021,FT,Lead Data Analyst,1450000,INR,IN,India,,,"Excel, Power BI, SQL, Tableau",Finance,2021-03-11,Spring,1
2021,FT,Lead Data Engineer,276000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-10-26,Autumn,4
2021,FT,Data Scientist,2200000,INR,IN,India,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-02-26,Winter,1
2021,FT,Cloud Data Engineer,120000,SGD,SG,Singapore,,,"ETL, Python, SQL, Spark",Technology,2021-01-10,Winter,1
2021,PT,AI Scientist,12000,USD,US,United States,,,"Deep Learning, NLP, Neural Networks, Python",Technology,2021-11-02,Autumn,4
2021,FT,Financial Data Analyst,450000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-08-10,Summer,3
2021,FT,Computer Vision Software Engineer,70000,USD,US,United States,,,"Git, Java, Python, System Design",Technology,2021-04-02,Spring,2
2021,FT,Computer Vision Software Engineer,81000,EUR,US,United States,,,"Git, Java, Python, System Design",Technology,2021-01-14,Winter,1
2021,FT,Data Analyst,75000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-11-07,Autumn,4
2021,FT,Data Engineer,150000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-07-09,Summer,3
2021,FT,BI Data Analyst,11000000,HUF,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-04-14,Spring,2
2021,FT,Data Analyst,62000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-03-22,Spring,1
2021,FT,Data Scientist,73000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-04-22,Spring,2
2021,FT,Data Analyst,37456,GBP,GB,United Kingdom,,,"Excel, Power BI, SQL, Tableau",Finance,2021-06-15,Summer,2
2021,FT,Research Scientist,235000,CAD,CA,Canada,,,"Data Analysis, Python, R, Statistics",Healthcare,2021-11-21,Autumn,4
2021,FT,Data Engineer,115000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-12-22,Winter,4
2021,FT,Data Engineer,150000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-06-15,Summer,2
2021,FT,Data Engineer,2250000,INR,IN,India,,,"ETL, Python, SQL, Spark",Technology,2021-06-25,Summer,2
2021,FT,Machine Learning Engineer,80000,EUR,DE,Germany,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-06-21,Summer,2
2021,FT,Director of Data Engineering,82500,GBP,GB,United Kingdom,,,"ETL, Python, SQL, Spark",Technology,2021-05-22,Spring,2
2021,FT,Lead Data Engineer,75000,GBP,GB,United Kingdom,,,"ETL, Python, SQL, Spark",Technology,2021-01-05,Winter,1
2021,PT,AI Scientist,12000,USD,US,United States,,,"Deep Learning, NLP, Neural Networks, Python",Technology,2021-12-24,Winter,4
2021,FT,Data Engineer,38400,EUR,NL,Netherlands,,,"ETL, Python, SQL, Spark",Technology,2021-06-27,Summer,2
2021,FT,Machine Learning Scientist,225000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-06-23,Summer,2
2021,FT,Data Scientist,50000,USD,NG,Nigeria,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-05-18,Spring,2
2021,FT,Data Science Engineer,34000,EUR,GR,Greece,,,"Communication, Python, SQL",General,2021-03-10,Spring,1
2021,FT,Data Analyst,90000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-03-02,Spring,1
2021,FT,Data Engineer,200000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-08-10,Summer,3
2021,FT,Big Data Engineer,60000,USD,RO,Romania,,,"ETL, Python, SQL, Spark",Technology,2021-08-15,Summer,3
2021,FT,Principal Data Engineer,200000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-08-11,Summer,3
2021,FT,Data Analyst,50000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-07-19,Summer,3
2021,FT,Applied Data Scientist,80000,GBP,GB,United Kingdom,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-12-04,Winter,4
2021,PT,Data Analyst,8760,EUR,ES,Spain,,,"Excel, Power BI, SQL, Tableau",Finance,2021-01-20,Winter,1
2021,FT,Principal Data Scientist,151000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-06-17,Summer,2
2021,FT,Machine Learning Scientist,120000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-12-22,Winter,4
2021,FT,Data Scientist,700000,INR,IN,India,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-07-25,Summer,3
2021,FT,Machine Learning Engineer,20000,USD,IN,India,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-08-09,Summer,3
2021,FT,Lead Data Scientist,3000000,INR,IN,India,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-08-23,Summer,3
2021,FT,Machine Learning Developer,100000,USD,IQ,Iraq,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-02-07,Winter,1
2021,FT,Data Scientist,42000,EUR,FR,France,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-12-22,Winter,4
2021,FT,Applied Machine Learning Scientist,38400,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-05-09,Spring,2
2021,FT,Computer Vision Engineer,24000,USD,BR,Brazil,,,"Communication, Python, SQL",General,2021-06-01,Summer,2
2021,FT,Data Scientist,100000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-04-24,Spring,2
2021,FT,Data Analyst,90000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-07-23,Summer,3
2021,FT,ML Engineer,7000000,JPY,JP,Japan,,,"Communication, Python, SQL",General,2021-05-19,Spring,2
2021,FT,ML Engineer,8500000,JPY,JP,Japan,,,"Communication, Python, SQL",General,2021-06-13,Summer,2
2021,FT,Principal Data Scientist,220000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-05-09,Spring,2
2021,FT,Data Scientist,80000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-02-12,Winter,1
2021,FT,Data Analyst,135000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-04-17,Spring,2
2021,FT,Data Science Manager,240000,USD,US,United States,,,"Communication, Python, SQL",General,2021-01-09,Winter,1
2021,FT,Data Engineering Manager,150000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-10-17,Autumn,4
2021,FT,Data Scientist,82500,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-10-24,Autumn,4
2021,FT,Data Engineer,100000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-12-13,Winter,4
2021,FT,Machine Learning Engineer,70000,EUR,BE,Belgium,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-02-23,Winter,1
2021,FT,Research Scientist,53000,EUR,FR,France,,,"Data Analysis, Python, R, Statistics",Healthcare,2021-01-03,Winter,1
2021,FT,Data Engineer,90000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-11-12,Autumn,4
2021,FT,Data Engineering Manager,153000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-08-02,Summer,3
2021,FT,Cloud Data Engineer,160000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-02-10,Winter,1
2021,FT,Director of Data Science,168000,USD,JP,Japan,,,"Communication, Python, SQL",General,2021-05-04,Spring,2
2021,FT,Data Scientist,150000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-09-16,Autumn,3
2021,FT,Data Scientist,95000,CAD,CA,Canada,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-04-11,Spring,2
2021,FT,Data Scientist,13400,USD,UA,Ukraine,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-08-08,Summer,3
2021,FT,Data Science Manager,144000,USD,US,United States,,,"Communication, Python, SQL",General,2021-01-27,Winter,1
2021,FT,Data Science Engineer,159500,CAD,CA,Canada,,,"Communication, Python, SQL",General,2021-03-12,Spring,1
2021,FT,Data Scientist,160000,SGD,IL,Israel,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-10-07,Autumn,4
2021,FT,Applied Machine Learning Scientist,423000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-03-22,Spring,1
2021,FT,Data Analytics Manager,120000,USD,US,United States,,,"Communication, Python, SQL",General,2021-09-04,Autumn,3
2021,FT,Machine Learning Engineer,125000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-03-10,Spring,1
2021,FT,Head of Data,230000,USD,RU,,,,"Communication, Python, SQL",General,2021-04-23,Spring,2
2021,FT,Head of Data Science,85000,USD,RU,,,,"Communication, Python, SQL",General,2021-08-04,Summer,3
2021,FT,Data Engineer,24000,EUR,MT,Malta,,,"ETL, Python, SQL, Spark",Technology,2021-07-26,Summer,3
2021,FT,Data Science Consultant,54000,EUR,DE,Germany,,,"Communication, Python, SQL",General,2021-01-15,Winter,1
2021,FT,Director of Data Science,110000,EUR,DE,Germany,,,"Communication, Python, SQL",General,2021-04-02,Spring,2
2021,FT,Data Specialist,165000,USD,US,United States,,,"Communication, Python, SQL",General,2021-11-26,Autumn,4
2021,FT,Data Engineer,80000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-12-16,Winter,4
2021,FT,Director of Data Science,250000,USD,US,United States,,,"Communication, Python, SQL",General,2021-11-06,Autumn,4
2021,FT,BI Data Analyst,55000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-02-27,Winter,1
2021,FT,Data Architect,150000,USD,US,United States,,,"Communication, Python, SQL",General,2021-09-16,Autumn,3
2021,FT,Data Architect,170000,USD,US,United States,,,"Communication, Python, SQL",General,2021-07-13,Summer,3
2021,FT,Data Engineer,60000,GBP,GB,United Kingdom,,,"ETL, Python, SQL, Spark",Technology,2021-10-02,Autumn,4
2021,FT,Data Analyst,60000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2021-11-08,Autumn,4
2021,FT,Principal Data Scientist,235000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-11-21,Autumn,4
2021,FT,Research Scientist,51400,EUR,PT,Portugal,,,"Data Analysis, Python, R, Statistics",Healthcare,2021-03-26,Spring,1
2021,FT,Data Engineering Manager,174000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-06-21,Summer,2
2021,FT,Data Scientist,58000,MXN,MX,Mexico,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-01-25,Winter,1
2021,FT,Data Scientist,30400000,CLP,CL,Chile,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-06-14,Summer,2
2021,FT,Machine Learning Engineer,81000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-09-21,Autumn,3
2021,FT,Data Scientist,420000,INR,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-08-21,Summer,3
2021,FT,Big Data Engineer,1672000,INR,IN,India,,,"ETL, Python, SQL, Spark",Technology,2021-10-02,Autumn,4
2021,FT,Data Scientist,76760,EUR,DE,Germany,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-07-05,Summer,3
2021,FT,Data Engineer,22000,EUR,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-05-16,Spring,2
2021,FT,Finance Data Analyst,45000,GBP,GB,United Kingdom,,,"Excel, Power BI, SQL, Tableau",Finance,2021-06-02,Summer,2
2021,FL,Machine Learning Scientist,12000,USD,PK,Pakistan,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-11-03,Autumn,4
2021,FT,Data Engineer,4000,USD,IR,Iran,,,"ETL, Python, SQL, Spark",Technology,2021-07-14,Summer,3
2021,FT,Data Analytics Engineer,50000,USD,GB,United Kingdom,,,"Communication, Python, SQL",General,2021-03-09,Spring,1
2021,FT,Data Science Consultant,59000,EUR,ES,Spain,,,"Communication, Python, SQL",General,2021-11-21,Autumn,4
2021,FT,Data Engineer,65000,EUR,GB,United Kingdom,,,"ETL, Python, SQL, Spark",Technology,2021-06-11,Summer,2
2021,FT,Machine Learning Engineer,74000,USD,JP,Japan,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-08-02,Summer,3
2021,FT,Data Science Manager,152000,USD,FR,France,,,"Communication, Python, SQL",General,2021-04-27,Spring,2
2021,FT,Machine Learning Engineer,21844,USD,CO,,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-01-16,Winter,1
2021,FT,Big Data Engineer,18000,USD,MD,Moldova,,,"ETL, Python, SQL, Spark",Technology,2021-08-23,Summer,3
2021,FT,Data Science Manager,174000,USD,US,United States,,,"Communication, Python, SQL",General,2021-09-27,Autumn,3
2021,FT,Research Scientist,120500,CAD,CA,Canada,,,"Data Analysis, Python, R, Statistics",Healthcare,2021-09-27,Autumn,3
2021,FT,Data Scientist,147000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-09-08,Autumn,3
2021,FT,BI Data Analyst,9272,USD,KE,Kenya,,,"Excel, Power BI, SQL, Tableau",Finance,2021-05-09,Spring,2
2021,FT,Machine Learning Engineer,1799997,INR,IN,India,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-11-05,Autumn,4
2021,FT,Data Science Manager,4000000,INR,US,United States,,,"Communication, Python, SQL",General,2021-01-18,Winter,1
2021,FT,Data Science Consultant,90000,USD,US,United States,,,"Communication, Python, SQL",General,2021-12-08,Winter,4
2021,FT,Data Scientist,52000,EUR,AT,Austria,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-03-12,Spring,1
2021,FT,Machine Learning Infrastructure Engineer,195000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-10-21,Autumn,4
2021,FT,Data Scientist,32000,EUR,ES,Spain,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-02-26,Winter,1
2021,FT,Research Scientist,50000,USD,US,United States,,,"Data Analysis, Python, R, Statistics",Healthcare,2021-01-17,Winter,1
2021,FT,Data Scientist,160000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-10-26,Autumn,4
2021,FT,Data Scientist,69600,BRL,BR,Brazil,,,"Machine Learning, Python, SQL, Statistics",Technology,2021-08-11,Summer,3
2021,FT,Machine Learning Engineer,200000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-03-19,Spring,1
2021,FT,Data Engineer,165000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-12-25,Winter,4
2021,FL,Data Engineer,20000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2021-11-12,Autumn,4
2021,FT,Data Analytics Manager,120000,USD,US,United States,,,"Communication, Python, SQL",General,2021-12-26,Winter,4
2021,FT,Machine Learning Engineer,21000,EUR,SI,Slovenia,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2021-01-26,Winter,1
2021,FT,Research Scientist,48000,EUR,FR,France,,,"Data Analysis, Python, R, Statistics",Healthcare,2021-03-04,Spring,1
